loan_id,client_id,agent_id,montant_principal,taux_interet,date_decaissement,date_echeance,duree_mois,statut,devise
LN00552,CLI0248,AGT002,530000,8.5,2024-03-31,2026-03-21,24,CLOSED,XOF
LN00553,CLI0241,AGT002,210000,18.7,2020-08-31,2022-02-22,18,CLOSED,XOF
LN00554,CLI0106,AGT006,1695000,8.5,2023-04-18,2024-04-12,12,ACTIVE,XOF
LN00555,CLI0297,AGT006,2145000,20.5,2021-12-13,2023-06-06,18,CLOSED,XOF
LN00556,CLI0051,AGT017,580000,11.1,2023-03-30,2023-09-26,6,ACTIVE,XOF
LN00557,CLI0051,AGT016,950000,17.4,2021-03-14,2024-02-27,36,ACTIVE,XOF
LN00558,CLI0093,AGT014,575000,11.6,2021-12-27,2023-12-17,24,ACTIVE,XOF
LN00559,CLI0064,AGT017,385000,20.2,2022-08-12,2023-02-08,6,CLOSED,XOF
LN00560,CLI0043,AGT004,995000,15.3,2021-11-02,2023-10-23,24,CLOSED,EUR
LN00561,CLI0116,AGT010,2465000,14.8,2023-02-08,2025-01-28,24,DEFAULTED,EUR
LN00562,CLI0189,AGT016,1695000,14.3,2021-01-02,2021-07-01,6,ACTIVE,XOF
LN00563,CLI0062,AGT013,1755000,23.6,2020-10-20,2022-10-10,24,CLOSED,XOF
LN00564,CLI0034,AGT011,540000,21.5,2022-01-14,2023-01-09,12,ACTIVE,XOF
LN00565,CLI0218,AGT009,1925000,20.3,2024-01-25,2026-01-14,24,CLOSED,EUR
LN00566,CLI0183,AGT013,2470000,16.2,2022-09-01,2025-08-16,36,ACTIVE,EUR
LN00567,CLI0056,AGT016,1270000,18.1,2020-09-07,2022-03-01,18,ACTIVE,XOF
LN00568,CLI0028,AGT001,2430000,14.1,2020-05-19,2022-05-09,24,CLOSED,XOF
LN00569,CLI0156,AGT004,1910000,18.6,2023-06-27,2026-06-11,36,ACTIVE,EUR
LN00570,CLI0239,AGT016,1250000,12.2,2021-02-17,2022-08-11,18,ACTIVE,XOF
LN00571,CLI0017,AGT013,1155000,21.6,2022-05-31,2022-11-27,6,ACTIVE,XOF
LN00572,CLI0017,AGT010,2220000,10.6,2020-12-28,2023-12-13,36,ACTIVE,XOF
LN00573,CLI0200,AGT019,1705000,18.6,2022-09-25,2023-03-24,6,CLOSED,EUR
LN00574,CLI0244,AGT017,185000,12.2,2023-02-25,2024-02-20,12,CLOSED,EUR
LN00575,CLI0181,AGT011,200000,17.4,2024-04-18,2025-10-10,18,ACTIVE,XOF
LN00576,CLI0179,AGT001,1925000,18.0,2024-02-28,2027-02-12,36,ACTIVE,EUR
LN00577,CLI0177,AGT012,190000,11.9,2022-01-01,2023-12-22,24,ACTIVE,XOF
LN00578,CLI0044,AGT010,330000,10.7,2023-11-10,2024-05-08,6,ACTIVE,XOF
LN00579,CLI0236,AGT019,1310000,14.7,2023-09-09,2025-08-29,24,ACTIVE,EUR
LN00580,CLI0012,AGT019,1005000,17.2,2021-10-10,2023-09-30,24,CLOSED,XOF
LN00581,CLI0106,AGT017,2040000,18.7,2021-11-19,2023-11-09,24,ACTIVE,XOF
LN00582,CLI0187,AGT016,1605000,23.6,2022-06-11,2023-06-06,12,ACTIVE,XOF
LN00583,CLI0148,AGT010,2490000,14.4,2021-06-27,2021-12-24,6,ACTIVE,XOF
LN00584,CLI0297,AGT011,720000,17.1,2020-07-13,2023-06-28,36,ACTIVE,EUR
LN00585,CLI0108,AGT010,1285000,12.8,2021-12-12,2022-06-10,6,CLOSED,XOF
LN00586,CLI0103,AGT009,1580000,15.3,2022-04-28,2024-04-17,24,CLOSED,XOF
LN00587,CLI0010,AGT006,1465000,11.4,2023-07-09,2026-06-23,36,OVERPAID,EUR
LN00588,CLI0138,AGT020,2140000,22.5,2023-07-30,2026-07-14,36,DEFAULTED,XOF
LN00589,CLI0268,AGT015,410000,10.4,2021-02-14,2022-08-08,18,CLOSED,XOF
LN00590,CLI0223,AGT003,1605000,21.5,2022-04-20,2023-10-12,18,ACTIVE,XOF
LN00591,CLI0083,AGT008,1045000,9.8,2021-06-09,2024-05-24,36,ACTIVE,XOF
LN00592,CLI0159,AGT018,2480000,14.8,2022-08-08,2024-07-28,24,DEFAULTED,XOF
LN00593,CLI0082,AGT001,685000,20.9,2021-07-12,2022-07-07,12,CLOSED,XOF
LN00594,CLI0022,AGT001,185000,22.3,2024-01-19,2026-01-08,24,ACTIVE,XOF
LN00595,CLI0033,AGT003,1020000,21.4,2022-04-13,2023-10-05,18,CLOSED,XOF
LN00596,CLI0058,AGT004,1330000,21.3,2023-03-15,2026-02-27,36,DEFAULTED,XOF
LN00597,CLI0255,AGT020,350000,20.9,2020-07-03,2021-06-28,12,ACTIVE,EUR
LN00598,CLI0121,AGT005,310000,11.4,2022-05-16,2023-05-11,12,ACTIVE,EUR
LN00599,CLI0131,AGT016,1355000,19.2,2023-04-22,2023-10-19,6,ACTIVE,EUR
LN00600,CLI0244,AGT009,2205000,23.0,2023-10-30,2024-10-24,12,ACTIVE,XOF
